,sentiment_textblob_movie
12408,Positive
12409,Positive
12410,Negative
12411,Negative
12412,Negative
12413,Positive
12414,Positive
12415,Positive
12416,Positive
12417,Positive
12418,Negative
12419,Positive
12420,Positive
12421,Positive
12422,Positive
12423,Positive
12424,Positive
12425,Positive
12426,Negative
12427,Negative
12428,Positive
12429,Negative
12430,Positive
12431,Positive
12432,Positive
12433,Negative
12434,Positive
12435,Negative
12436,Positive
12437,Negative
12438,Negative
12439,Positive
12440,Positive
12441,Positive
12442,Negative
12443,Positive
12444,Positive
12445,Positive
12446,Positive
12447,Positive
12448,Positive
12449,Negative
12450,Positive
12451,Negative
12452,Positive
12453,Positive
12454,Positive
12455,Positive
12456,Positive
12457,Positive
12458,Positive
12459,Negative
12460,Positive
12461,Positive
12462,Negative
12463,Negative
12464,Positive
12465,Positive
12466,Positive
12467,Positive
12468,Negative
12469,Negative
12470,Negative
12471,Positive
12472,Negative
12473,Negative
12474,Negative
12475,Positive
12476,Negative
12477,Positive
12478,Positive
12479,Negative
12480,Positive
12481,Negative
12482,Positive
12483,Positive
12484,Positive
12485,Positive
12486,Positive
12487,Positive
12488,Positive
12489,Positive
12490,Positive
12491,Positive
12492,Positive
12493,Positive
12494,Positive
12495,Positive
12496,Positive
12497,Negative
12498,Positive
12499,Positive
12500,Positive
12501,Positive
12502,Positive
12503,Negative
12504,Positive
12505,Positive
12506,Negative
12507,Positive
12508,Positive
12509,Negative
12510,Positive
12511,Positive
12512,Positive
12513,Positive
12514,Positive
12515,Positive
12516,Negative
12517,Negative
12518,Positive
12519,Positive
12520,Negative
12521,Positive
12522,Positive
12523,Negative
12524,Positive
12525,Positive
12526,Positive
12527,Positive
12528,Positive
12529,Negative
12530,Positive
12531,Positive
12532,Negative
12533,Negative
12534,Positive
12535,Positive
12536,Positive
12537,Negative
12538,Negative
12539,Positive
12540,Positive
12541,Positive
12542,Positive
12543,Positive
12544,Positive
12545,Positive
12546,Negative
12547,Positive
12548,Positive
12549,Positive
12550,Positive
12551,Positive
12552,Positive
12553,Negative
12554,Positive
12555,Positive
12556,Positive
12557,Positive
12558,Positive
12559,Negative
12560,Positive
12561,Positive
12562,Positive
12563,Positive
12564,Positive
12565,Negative
12566,Positive
12567,Positive
12568,Positive
12569,Positive
12570,Negative
12571,Positive
12572,Positive
12573,Positive
12574,Positive
12575,Positive
12576,Positive
12577,Positive
12578,Positive
12579,Positive
12580,Positive
12581,Negative
12582,Negative
12583,Positive
12584,Negative
12585,Positive
12586,Positive
12587,Negative
12588,Positive
12589,Positive
12590,Positive
12591,Positive
12592,Negative
12593,Positive
12594,Positive
12595,Negative
12596,Negative
12597,Positive
12598,Positive
12599,Negative
12600,Positive
12601,Positive
12602,Positive
12603,Positive
12604,Positive
12605,Positive
12606,Negative
12607,Positive
12608,Negative
12609,Positive
12610,Positive
12611,Positive
12612,Positive
12613,Negative
12614,Positive
12615,Positive
12616,Negative
12617,Positive
12618,Positive
12619,Positive
12620,Positive
12621,Negative
12622,Positive
12623,Positive
12624,Negative
12625,Positive
12626,Negative
12627,Positive
12628,Positive
12629,Positive
12630,Negative
12631,Negative
12632,Positive
12633,Positive
12634,Negative
12635,Negative
12636,Negative
12637,Negative
12638,Positive
12639,Negative
12640,Positive
12641,Negative
12642,Positive
12643,Positive
12644,Positive
12645,Positive
12646,Positive
12647,Negative
12648,Negative
12649,Positive
12650,Positive
12651,Negative
12652,Positive
12653,Negative
12654,Negative
12655,Positive
12656,Positive
12657,Negative
12658,Positive
12659,Positive
12660,Positive
12661,Negative
12662,Positive
12663,Positive
12664,Positive
12665,Positive
12666,Positive
12667,Positive
12668,Negative
12669,Negative
12670,Negative
12671,Positive
12672,Positive
12673,Positive
12674,Positive
12675,Positive
12676,Positive
12677,Positive
12678,Positive
12679,Positive
12680,Negative
12681,Positive
12682,Negative
12683,Positive
12684,Negative
12685,Positive
12686,Positive
12687,Positive
12688,Negative
12689,Negative
12690,Positive
12691,Negative
12692,Positive
12693,Positive
12694,Negative
12695,Positive
12696,Positive
12697,Positive
12698,Negative
12699,Positive
12700,Positive
12701,Positive
12702,Positive
12703,Positive
12704,Negative
12705,Positive
12706,Negative
12707,Negative
12708,Negative
12709,Negative
12710,Positive
12711,Positive
12712,Positive
12713,Positive
12714,Positive
12715,Positive
12716,Negative
12717,Positive
12718,Positive
12719,Positive
12720,Positive
12721,Positive
12722,Positive
12723,Positive
12724,Negative
12725,Positive
12726,Positive
12727,Positive
12728,Positive
12729,Positive
12730,Negative
12731,Negative
12732,Positive
12733,Negative
12734,Positive
12735,Negative
12736,Negative
12737,Positive
12738,Positive
12739,Negative
12740,Positive
12741,Negative
12742,Negative
12743,Positive
12744,Positive
12745,Negative
12746,Positive
12747,Positive
12748,Positive
12749,Negative
12750,Positive
12751,Positive
12752,Positive
12753,Positive
12754,Positive
12755,Positive
12756,Positive
12757,Positive
12758,Positive
12759,Positive
12760,Negative
12761,Positive
12762,Negative
12763,Negative
12764,Positive
12765,Negative
12766,Positive
12767,Positive
12768,Positive
12769,Negative
12770,Negative
12771,Negative
12772,Positive
12773,Positive
12774,Negative
12775,Negative
12776,Negative
12777,Negative
12778,Positive
12779,Positive
12780,Positive
12781,Positive
12782,Positive
12783,Positive
12784,Negative
12785,Positive
12786,Positive
12787,Negative
12788,Positive
12789,Positive
12790,Positive
12791,Negative
12792,Negative
12793,Positive
12794,Positive
12795,Positive
12796,Negative
12797,Positive
12798,Negative
12799,Positive
12800,Negative
12801,Negative
12802,Positive
12803,Positive
12804,Positive
12805,Negative
12806,Positive
12807,Positive
12808,Positive
12809,Positive
12810,Negative
12811,Positive
12812,Negative
12813,Positive
12814,Negative
12815,Positive
12816,Positive
12817,Negative
12818,Negative
12819,Negative
12820,Positive
12821,Positive
12822,Negative
12823,Positive
12824,Positive
12825,Positive
12826,Positive
12827,Positive
12828,Positive
12829,Negative
12830,Negative
12831,Positive
12832,Positive
12833,Positive
12834,Positive
12835,Positive
12836,Positive
12837,Positive
12838,Negative
12839,Negative
12840,Negative
12841,Negative
12842,Negative
12843,Negative
12844,Positive
12845,Negative
12846,Positive
12847,Positive
12848,Positive
12849,Negative
12850,Negative
12851,Positive
12852,Positive
12853,Positive
12854,Negative
12855,Positive
12856,Positive
12857,Positive
12858,Positive
12859,Positive
12860,Negative
12861,Negative
12862,Negative
12863,Positive
12864,Negative
12865,Positive
12866,Positive
12867,Positive
12868,Negative
12869,Positive
12870,Positive
12871,Negative
12872,Positive
12873,Positive
12874,Negative
12875,Positive
12876,Negative
12877,Positive
12878,Negative
12879,Negative
12880,Positive
12881,Negative
12882,Positive
12883,Positive
12884,Positive
12885,Positive
12886,Positive
12887,Negative
12888,Negative
12889,Positive
12890,Positive
12891,Positive
12892,Positive
12893,Positive
12894,Positive
12895,Positive
12896,Negative
12897,Positive
12898,Positive
12899,Positive
12900,Positive
12901,Positive
12902,Negative
12903,Positive
12904,Positive
12905,Positive
12906,Positive
12907,Positive
12908,Positive
12909,Negative
12910,Positive
12911,Positive
12912,Negative
12913,Negative
12914,Positive
12915,Positive
12916,Negative
12917,Positive
12918,Positive
12919,Positive
12920,Positive
12921,Negative
12922,Positive
12923,Negative
12924,Positive
12925,Negative
12926,Positive
12927,Negative
12928,Negative
12929,Positive
12930,Positive
12931,Positive
12932,Negative
12933,Negative
12934,Positive
12935,Positive
12936,Negative
12937,Positive
12938,Positive
12939,Positive
12940,Positive
12941,Positive
12942,Negative
12943,Positive
12944,Positive
12945,Positive
12946,Negative
12947,Positive
12948,Negative
12949,Positive
12950,Negative
12951,Positive
12952,Positive
12953,Positive
12954,Negative
12955,Negative
12956,Negative
12957,Positive
12958,Negative
12959,Positive
12960,Positive
12961,Negative
12962,Positive
12963,Positive
12964,Positive
12965,Positive
12966,Negative
12967,Negative
12968,Positive
12969,Positive
12970,Negative
12971,Negative
12972,Negative
12973,Positive
12974,Positive
12975,Positive
12976,Negative
12977,Positive
12978,Positive
12979,Positive
12980,Positive
12981,Positive
12982,Negative
12983,Positive
12984,Positive
12985,Negative
12986,Positive
12987,Negative
12988,Negative
12989,Positive
12990,Negative
12991,Positive
12992,Negative
12993,Positive
12994,Positive
12995,Negative
12996,Negative
12997,Negative
12998,Positive
12999,Positive
13000,Negative
13001,Positive
13002,Positive
13003,Positive
13004,Positive
13005,Negative
13006,Negative
13007,Positive
13008,Negative
13009,Negative
13010,Positive
13011,Positive
13012,Positive
13013,Negative
13014,Positive
13015,Positive
13016,Positive
13017,Positive
13018,Positive
13019,Negative
13020,Negative
13021,Positive
13022,Positive
13023,Positive
13024,Positive
13025,Positive
13026,Positive
13027,Negative
13028,Negative
13029,Positive
13030,Positive
13031,Positive
13032,Positive
13033,Positive
13034,Positive
13035,Positive
13036,Positive
13037,Positive
13038,Positive
13039,Negative
13040,Positive
13041,Positive
13042,Positive
13043,Positive
13044,Positive
13045,Negative
13046,Positive
13047,Positive
13048,Positive
13049,Negative
13050,Positive
13051,Positive
13052,Positive
13053,Positive
13054,Positive
13055,Positive
13056,Positive
13057,Positive
13058,Positive
13059,Positive
13060,Positive
13061,Positive
13062,Positive
13063,Positive
13064,Negative
13065,Positive
13066,Negative
13067,Positive
13068,Negative
13069,Positive
13070,Positive
13071,Positive
13072,Negative
13073,Positive
13074,Positive
13075,Positive
13076,Positive
13077,Positive
13078,Positive
13079,Positive
13080,Positive
13081,Negative
13082,Positive
13083,Positive
13084,Positive
13085,Positive
13086,Negative
13087,Positive
13088,Negative
13089,Positive
13090,Positive
13091,Positive
13092,Positive
13093,Positive
13094,Positive
13095,Positive
13096,Positive
13097,Positive
13098,Negative
13099,Positive
13100,Positive
13101,Positive
13102,Positive
13103,Positive
13104,Positive
13105,Positive
13106,Negative
13107,Positive
13108,Positive
13109,Positive
13110,Positive
13111,Positive
13112,Negative
13113,Positive
13114,Positive
13115,Positive
13116,Positive
13117,Positive
13118,Positive
13119,Positive
13120,Negative
13121,Positive
13122,Positive
13123,Positive
13124,Positive
13125,Positive
13126,Positive
13127,Positive
13128,Positive
13129,Negative
13130,Positive
13131,Negative
13132,Negative
13133,Positive
13134,Negative
13135,Negative
13136,Positive
13137,Positive
13138,Negative
13139,Positive
13140,Positive
13141,Positive
13142,Positive
13143,Positive
13144,Positive
13145,Negative
13146,Negative
13147,Positive
13148,Positive
13149,Negative
13150,Negative
13151,Negative
13152,Positive
13153,Negative
13154,Positive
13155,Negative
13156,Negative
13157,Positive
13158,Positive
13159,Negative
13160,Negative
13161,Negative
13162,Positive
13163,Positive
13164,Positive
13165,Positive
13166,Positive
13167,Positive
13168,Negative
13169,Positive
13170,Negative
13171,Negative
13172,Negative
13173,Positive
13174,Positive
13175,Positive
13176,Positive
13177,Positive
13178,Positive
13179,Positive
13180,Positive
13181,Positive
13182,Negative
13183,Positive
13184,Positive
13185,Positive
13186,Negative
13187,Negative
13188,Positive
13189,Negative
13190,Positive
13191,Positive
13192,Negative
13193,Positive
13194,Positive
13195,Positive
13196,Positive
13197,Positive
13198,Positive
13199,Positive
13200,Positive
13201,Positive
13202,Positive
13203,Positive
13204,Positive
13205,Negative
13206,Positive
13207,Positive
13208,Positive
13209,Positive
13210,Negative
13211,Positive
13212,Positive
13213,Positive
13214,Positive
13215,Positive
13216,Positive
13217,Positive
13218,Positive
13219,Negative
13220,Negative
13221,Negative
13222,Negative
13223,Negative
13224,Positive
13225,Negative
13226,Positive
13227,Positive
13228,Positive
13229,Negative
13230,Negative
13231,Positive
13232,Positive
13233,Positive
13234,Positive
13235,Positive
13236,Positive
13237,Positive
13238,Positive
13239,Positive
13240,Positive
13241,Positive
13242,Positive
13243,Negative
13244,Positive
13245,Positive
13246,Positive
13247,Positive
13248,Positive
13249,Positive
13250,Positive
13251,Positive
13252,Positive
13253,Negative
13254,Negative
13255,Positive
13256,Positive
13257,Positive
13258,Negative
13259,Negative
13260,Negative
13261,Negative
13262,Positive
13263,Positive
13264,Positive
13265,Positive
13266,Positive
13267,Negative
13268,Positive
13269,Positive
13270,Negative
13271,Positive
13272,Negative
13273,Positive
13274,Positive
13275,Positive
13276,Positive
13277,Positive
13278,Negative
13279,Negative
13280,Positive
13281,Positive
13282,Positive
13283,Positive
13284,Negative
13285,Negative
13286,Positive
13287,Positive
13288,Positive
13289,Positive
13290,Positive
13291,Positive
13292,Positive
13293,Positive
13294,Positive
13295,Positive
13296,Negative
13297,Positive
13298,Negative
13299,Negative
13300,Negative
13301,Negative
13302,Negative
13303,Positive
13304,Positive
13305,Negative
13306,Positive
13307,Positive
13308,Positive
13309,Positive
13310,Positive
13311,Positive
13312,Positive
13313,Positive
13314,Positive
13315,Negative
13316,Positive
13317,Negative
13318,Positive
13319,Positive
13320,Positive
13321,Positive
13322,Positive
13323,Negative
13324,Negative
13325,Negative
13326,Positive
13327,Positive
13328,Positive
13329,Positive
13330,Positive
13331,Positive
13332,Negative
13333,Positive
13334,Positive
13335,Positive
13336,Positive
13337,Positive
13338,Negative
13339,Positive
13340,Positive
13341,Positive
13342,Positive
13343,Positive
13344,Positive
13345,Positive
13346,Positive
13347,Negative
13348,Negative
13349,Negative
13350,Positive
13351,Negative
13352,Positive
13353,Positive
13354,Positive
13355,Positive
13356,Positive
13357,Negative
13358,Negative
13359,Negative
13360,Positive
13361,Negative
13362,Negative
13363,Positive
13364,Negative
13365,Positive
13366,Negative
13367,Positive
13368,Positive
13369,Positive
13370,Negative
13371,Positive
13372,Negative
13373,Positive
13374,Negative
13375,Positive
13376,Negative
13377,Positive
13378,Negative
13379,Positive
13380,Positive
13381,Positive
13382,Positive
13383,Negative
13384,Negative
13385,Negative
13386,Positive
13387,Positive
13388,Negative
13389,Positive
13390,Negative
13391,Positive
13392,Negative
13393,Positive
13394,Negative
13395,Positive
13396,Negative
13397,Positive
13398,Positive
13399,Positive
13400,Positive
13401,Negative
13402,Negative
13403,Positive
13404,Positive
13405,Negative
13406,Negative
13407,Positive
13408,Negative
13409,Negative
13410,Positive
13411,Negative
13412,Positive
13413,Negative
13414,Negative
13415,Positive
13416,Positive
13417,Positive
13418,Negative
13419,Positive
13420,Positive
13421,Positive
13422,Positive
13423,Positive
13424,Positive
13425,Positive
13426,Positive
13427,Positive
13428,Positive
13429,Positive
13430,Positive
13431,Positive
13432,Positive
13433,Positive
13434,Positive
13435,Positive
13436,Negative
13437,Positive
13438,Positive
13439,Negative
13440,Negative
13441,Positive
13442,Positive
13443,Negative
13444,Positive
13445,Negative
13446,Positive
13447,Positive
13448,Positive
13449,Positive
13450,Positive
13451,Positive
13452,Negative
13453,Positive
13454,Positive
13455,Positive
13456,Positive
13457,Negative
13458,Positive
13459,Positive
13460,Positive
13461,Positive
13462,Negative
13463,Positive
13464,Positive
13465,Negative
13466,Negative
13467,Positive
13468,Negative
13469,Positive
13470,Negative
13471,Negative
13472,Positive
13473,Positive
13474,Positive
13475,Positive
13476,Positive
13477,Positive
13478,Positive
13479,Positive
13480,Positive
13481,Positive
13482,Positive
13483,Negative
13484,Positive
13485,Positive
13486,Positive
13487,Positive
13488,Negative
13489,Negative
13490,Negative
13491,Positive
13492,Positive
13493,Positive
13494,Positive
13495,Positive
13496,Positive
13497,Positive
13498,Positive
13499,Positive
13500,Negative
13501,Positive
13502,Positive
13503,Positive
13504,Positive
13505,Positive
13506,Positive
13507,Positive
13508,Positive
13509,Negative
13510,Positive
13511,Positive
13512,Positive
13513,Positive
13514,Positive
13515,Negative
13516,Positive
13517,Positive
13518,Positive
13519,Positive
13520,Negative
13521,Negative
13522,Positive
13523,Positive
13524,Positive
13525,Positive
13526,Negative
13527,Positive
13528,Negative
13529,Positive
13530,Negative
13531,Positive
13532,Negative
13533,Positive
13534,Positive
13535,Positive
13536,Positive
13537,Positive
13538,Positive
13539,Negative
13540,Negative
13541,Positive
13542,Positive
13543,Negative
13544,Positive
13545,Positive
13546,Positive
13547,Positive
13548,Negative
13549,Positive
13550,Positive
13551,Positive
13552,Positive
13553,Positive
13554,Positive
13555,Positive
13556,Positive
13557,Positive
13558,Negative
13559,Positive
13560,Positive
13561,Negative
13562,Positive
13563,Negative
13564,Negative
13565,Positive
13566,Positive
13567,Positive
13568,Negative
13569,Positive
13570,Positive
13571,Positive
13572,Negative
13573,Negative
13574,Negative
13575,Negative
13576,Positive
13577,Positive
13578,Positive
13579,Positive
13580,Positive
13581,Positive
13582,Negative
13583,Positive
13584,Positive
13585,Negative
13586,Positive
13587,Positive
13588,Negative
13589,Negative
13590,Positive
13591,Negative
13592,Negative
13593,Positive
13594,Negative
13595,Negative
13596,Positive
13597,Negative
13598,Positive
13599,Negative
13600,Positive
13601,Positive
13602,Positive
13603,Positive
13604,Negative
13605,Positive
13606,Positive
13607,Positive
13608,Positive
13609,Negative
13610,Positive
13611,Positive
13612,Positive
13613,Positive
13614,Negative
13615,Positive
13616,Positive
13617,Negative
13618,Positive
13619,Positive
13620,Positive
13621,Positive
13622,Positive
13623,Positive
13624,Positive
13625,Positive
13626,Positive
13627,Positive
13628,Positive
13629,Positive
13630,Positive
13631,Positive
13632,Negative
13633,Positive
13634,Positive
13635,Positive
13636,Negative
13637,Positive
13638,Positive
13639,Positive
13640,Positive
13641,Negative
13642,Positive
13643,Positive
13644,Positive
13645,Positive
13646,Positive
13647,Positive
13648,Negative
13649,Positive
13650,Positive
13651,Positive
13652,Positive
13653,Positive
13654,Negative
13655,Positive
13656,Positive
13657,Positive
13658,Negative
13659,Positive
13660,Positive
13661,Positive
13662,Negative
13663,Positive
13664,Positive
13665,Negative
13666,Negative
13667,Negative
13668,Positive
13669,Positive
13670,Positive
13671,Positive
13672,Positive
13673,Positive
13674,Negative
13675,Positive
13676,Positive
13677,Positive
13678,Positive
13679,Positive
13680,Positive
13681,Positive
13682,Positive
13683,Negative
13684,Positive
13685,Positive
13686,Positive
13687,Positive
13688,Positive
13689,Negative
13690,Positive
13691,Positive
13692,Positive
13693,Negative
13694,Negative
13695,Positive
13696,Positive
13697,Positive
13698,Negative
13699,Positive
13700,Positive
13701,Positive
13702,Positive
13703,Positive
13704,Negative
13705,Positive
13706,Positive
13707,Positive
13708,Positive
13709,Positive
13710,Positive
13711,Positive
13712,Positive
13713,Negative
13714,Negative
13715,Negative
13716,Negative
13717,Positive
13718,Negative
13719,Positive
13720,Positive
13721,Negative
13722,Negative
13723,Negative
13724,Positive
13725,Negative
13726,Positive
13727,Positive
13728,Positive
13729,Positive
13730,Positive
13731,Positive
13732,Positive
13733,Positive
13734,Positive
13735,Negative
13736,Positive
13737,Positive
13738,Positive
13739,Negative
13740,Positive
13741,Positive
13742,Negative
13743,Negative
13744,Negative
13745,Positive
13746,Positive
13747,Positive
13748,Positive
13749,Positive
13750,Positive
13751,Negative
13752,Positive
13753,Positive
13754,Positive
13755,Negative
13756,Positive
13757,Negative
13758,Negative
13759,Positive
13760,Positive
13761,Negative
13762,Positive
13763,Positive
13764,Positive
13765,Positive
13766,Positive
13767,Positive
13768,Positive
13769,Positive
13770,Negative
13771,Positive
13772,Positive
13773,Positive
13774,Positive
13775,Positive
13776,Positive
13777,Positive
13778,Negative
13779,Positive
13780,Positive
13781,Positive
13782,Positive
13783,Positive
13784,Negative
13785,Positive
13786,Negative
13787,Positive
13788,Positive
13789,Positive
13790,Positive
13791,Negative
13792,Positive
13793,Positive
13794,Positive
13795,Negative
13796,Negative
13797,Positive
13798,Negative
13799,Positive
13800,Positive
13801,Positive
13802,Negative
13803,Positive
13804,Negative
13805,Positive
13806,Positive
13807,Negative
13808,Positive
13809,Positive
13810,Negative
13811,Positive
13812,Positive
13813,Positive
13814,Positive
13815,Positive
13816,Negative
13817,Positive
13818,Positive
13819,Positive
13820,Positive
13821,Negative
13822,Negative
13823,Positive
13824,Positive
13825,Positive
13826,Negative
13827,Positive
13828,Positive
13829,Positive
13830,Positive
13831,Positive
13832,Positive
13833,Negative
13834,Positive
13835,Positive
13836,Positive
13837,Negative
13838,Positive
13839,Positive
13840,Positive
13841,Negative
13842,Positive
13843,Positive
13844,Negative
13845,Positive
13846,Negative
13847,Negative
13848,Positive
13849,Positive
13850,Positive
13851,Positive
13852,Negative
13853,Positive
13854,Positive
13855,Positive
13856,Negative
13857,Negative
13858,Positive
13859,Negative
13860,Positive
13861,Positive
13862,Positive
13863,Positive
13864,Negative
13865,Negative
13866,Positive
13867,Positive
13868,Negative
13869,Positive
13870,Positive
13871,Positive
13872,Negative
13873,Positive
13874,Positive
13875,Positive
13876,Positive
13877,Positive
13878,Positive
13879,Positive
13880,Positive
13881,Positive
13882,Positive
13883,Negative
13884,Positive
13885,Negative
13886,Positive
13887,Positive
13888,Positive
13889,Positive
13890,Negative
13891,Positive
13892,Positive
13893,Negative
13894,Positive
13895,Positive
13896,Positive
13897,Positive
13898,Positive
13899,Positive
13900,Positive
13901,Positive
13902,Positive
13903,Positive
13904,Negative
13905,Negative
13906,Negative
13907,Positive
13908,Positive
13909,Positive
13910,Negative
13911,Negative
13912,Positive
13913,Positive
13914,Positive
13915,Negative
13916,Negative
13917,Positive
13918,Positive
13919,Negative
13920,Positive
13921,Positive
13922,Negative
13923,Positive
13924,Negative
13925,Positive
13926,Negative
13927,Positive
13928,Positive
13929,Positive
13930,Positive
13931,Positive
13932,Positive
13933,Negative
13934,Negative
13935,Positive
13936,Positive
13937,Positive
13938,Positive
13939,Positive
13940,Positive
13941,Negative
13942,Positive
13943,Positive
13944,Positive
13945,Negative
13946,Positive
13947,Negative
13948,Positive
13949,Negative
13950,Positive
13951,Positive
13952,Positive
13953,Positive
13954,Positive
13955,Positive
13956,Negative
13957,Negative
13958,Positive
13959,Positive
13960,Negative
13961,Negative
13962,Positive
13963,Positive
13964,Positive
13965,Positive
13966,Negative
13967,Positive
13968,Positive
13969,Positive
13970,Negative
13971,Positive
13972,Negative
13973,Positive
13974,Positive
13975,Positive
13976,Positive
13977,Positive
13978,Negative
13979,Positive
13980,Positive
13981,Positive
13982,Positive
13983,Positive
13984,Positive
13985,Negative
13986,Negative
13987,Negative
13988,Negative
13989,Negative
13990,Negative
13991,Positive
13992,Positive
13993,Positive
13994,Positive
13995,Positive
13996,Positive
13997,Positive
13998,Positive
13999,Positive
14000,Positive
14001,Positive
14002,Positive
14003,Positive
14004,Positive
14005,Positive
14006,Positive
14007,Negative
14008,Negative
14009,Positive
14010,Positive
14011,Positive
14012,Negative
14013,Positive
14014,Positive
14015,Positive
14016,Positive
14017,Negative
14018,Positive
14019,Negative
14020,Positive
14021,Positive
14022,Negative
14023,Positive
14024,Positive
14025,Negative
14026,Positive
14027,Positive
14028,Positive
14029,Positive
14030,Negative
14031,Positive
14032,Positive
14033,Positive
14034,Positive
14035,Negative
14036,Negative
14037,Negative
14038,Positive
14039,Positive
14040,Positive
14041,Positive
14042,Positive
14043,Negative
14044,Positive
14045,Positive
14046,Positive
14047,Positive
14048,Positive
14049,Positive
14050,Positive
14051,Negative
14052,Positive
14053,Positive
14054,Positive
14055,Positive
14056,Negative
14057,Positive
14058,Positive
14059,Negative
14060,Negative
14061,Positive
14062,Negative
14063,Positive
14064,Positive
14065,Positive
14066,Positive
14067,Negative
14068,Negative
14069,Positive
14070,Positive
14071,Positive
14072,Positive
14073,Positive
14074,Positive
14075,Negative
14076,Negative
14077,Positive
14078,Negative
14079,Negative
14080,Positive
14081,Negative
14082,Positive
14083,Positive
14084,Negative
14085,Negative
14086,Positive
14087,Positive
14088,Negative
14089,Positive
14090,Positive
14091,Negative
14092,Positive
14093,Positive
14094,Negative
14095,Positive
14096,Positive
14097,Positive
14098,Positive
14099,Negative
14100,Negative
14101,Positive
14102,Negative
14103,Positive
14104,Positive
14105,Negative
14106,Positive
14107,Positive
14108,Negative
14109,Positive
14110,Positive
14111,Positive
14112,Negative
14113,Positive
14114,Positive
14115,Positive
14116,Negative
14117,Positive
14118,Positive
14119,Positive
14120,Positive
14121,Positive
14122,Positive
14123,Positive
14124,Positive
14125,Positive
14126,Negative
14127,Positive
14128,Positive
14129,Positive
14130,Negative
14131,Positive
14132,Positive
14133,Positive
14134,Positive
14135,Positive
14136,Positive
14137,Negative
14138,Negative
14139,Negative
14140,Positive
14141,Positive
14142,Positive
14143,Positive
14144,Positive
14145,Positive
14146,Positive
14147,Positive
14148,Negative
14149,Positive
14150,Negative
14151,Positive
14152,Positive
14153,Positive
14154,Negative
14155,Negative
14156,Positive
14157,Positive
14158,Negative
14159,Positive
14160,Negative
14161,Negative
14162,Positive
14163,Positive
14164,Positive
14165,Negative
14166,Positive
14167,Positive
14168,Positive
14169,Positive
14170,Positive
14171,Positive
14172,Positive
14173,Positive
14174,Negative
14175,Positive
14176,Negative
14177,Negative
14178,Positive
14179,Negative
14180,Negative
14181,Positive
14182,Positive
14183,Negative
14184,Positive
14185,Negative
14186,Negative
14187,Positive
14188,Positive
14189,Negative
14190,Negative
14191,Positive
14192,Negative
14193,Negative
14194,Negative
14195,Positive
14196,Negative
14197,Positive
14198,Positive
14199,Positive
14200,Negative
14201,Positive
14202,Positive
14203,Positive
14204,Positive
14205,Positive
14206,Negative
14207,Positive
14208,Positive
14209,Positive
14210,Negative
14211,Positive
14212,Negative
14213,Positive
14214,Positive
14215,Negative
14216,Positive
14217,Negative
14218,Positive
14219,Positive
14220,Positive
14221,Positive
14222,Negative
14223,Positive
14224,Positive
14225,Negative
14226,Positive
14227,Positive
14228,Positive
14229,Positive
14230,Positive
14231,Negative
14232,Positive
14233,Negative
14234,Positive
14235,Positive
14236,Positive
14237,Positive
14238,Positive
14239,Negative
14240,Positive
14241,Positive
14242,Positive
14243,Positive
14244,Negative
14245,Negative
14246,Positive
14247,Positive
14248,Positive
14249,Positive
14250,Negative
14251,Positive
14252,Positive
14253,Negative
14254,Positive
14255,Positive
14256,Positive
14257,Positive
14258,Negative
14259,Negative
14260,Positive
14261,Positive
14262,Positive
14263,Positive
14264,Positive
14265,Positive
14266,Positive
14267,Negative
14268,Positive
14269,Positive
14270,Positive
14271,Positive
14272,Negative
14273,Negative
14274,Positive
14275,Positive
14276,Negative
14277,Negative
14278,Negative
14279,Positive
14280,Negative
14281,Negative
14282,Positive
14283,Positive
14284,Positive
14285,Positive
14286,Negative
14287,Positive
14288,Positive
14289,Positive
14290,Positive
14291,Negative
14292,Negative
14293,Positive
14294,Positive
14295,Positive
14296,Positive
14297,Negative
14298,Negative
14299,Positive
14300,Positive
14301,Positive
14302,Positive
14303,Positive
14304,Positive
14305,Positive
14306,Negative
14307,Positive
14308,Negative
14309,Positive
14310,Positive
14311,Positive
14312,Positive
14313,Positive
14314,Positive
14315,Positive
14316,Negative
14317,Positive
14318,Negative
14319,Positive
14320,Positive
14321,Negative
14322,Positive
14323,Positive
14324,Negative
14325,Negative
14326,Positive
14327,Positive
14328,Negative
14329,Positive
14330,Positive
14331,Positive
14332,Negative
14333,Negative
14334,Positive
14335,Positive
14336,Positive
14337,Positive
14338,Negative
14339,Negative
14340,Positive
14341,Positive
14342,Negative
14343,Positive
14344,Positive
14345,Negative
14346,Negative
14347,Positive
14348,Positive
14349,Negative
14350,Positive
14351,Negative
14352,Positive
14353,Negative
14354,Negative
14355,Positive
14356,Negative
14357,Positive
14358,Negative
14359,Negative
14360,Positive
14361,Positive
14362,Positive
14363,Positive
14364,Positive
14365,Positive
14366,Positive
14367,Positive
14368,Positive
14369,Negative
14370,Negative
14371,Positive
14372,Positive
14373,Positive
14374,Positive
14375,Positive
14376,Positive
14377,Positive
14378,Positive
14379,Positive
14380,Positive
14381,Positive
14382,Positive
14383,Negative
14384,Positive
14385,Positive
14386,Positive
14387,Negative
14388,Positive
14389,Positive
14390,Negative
14391,Positive
14392,Positive
14393,Positive
14394,Positive
14395,Positive
14396,Negative
14397,Negative
14398,Positive
14399,Positive
14400,Negative
14401,Positive
14402,Positive
14403,Positive
14404,Positive
14405,Negative
